RunID,SupplierID,MaterialLot,MaterialCost,OnTimeDelivery
1605,5,LOT-01605,304.54,0
1606,1,LOT-01606,476.79,1
1607,2,LOT-01607,346.85,1
1608,3,LOT-01608,385.51,1
1609,4,LOT-01609,134.67,1
1610,5,LOT-01610,387.32,0
1611,1,LOT-01611,205.87,1
1612,2,LOT-01612,146.22,0
1613,3,LOT-01613,439.87,0
1614,4,LOT-01614,376.48,0
1615,5,LOT-01615,263.03,0
1616,1,LOT-01616,272.57,0
1617,2,LOT-01617,178.85,0
1618,3,LOT-01618,103.82,0
1619,4,LOT-01619,239.74,0
1620,5,LOT-01620,159.37,0
1621,1,LOT-01621,268.69,1
1622,2,LOT-01622,433.53,0
1623,3,LOT-01623,145.9,0
1624,4,LOT-01624,136.7,0
1625,5,LOT-01625,460.84,0
1626,1,LOT-01626,398.06,0
1627,2,LOT-01627,121.23,1
1628,3,LOT-01628,131.83,1
1629,4,LOT-01629,373.97,1
1630,5,LOT-01630,248.14,0
1631,1,LOT-01631,389.67,0
1632,2,LOT-01632,261.78,0
1633,3,LOT-01633,487.11,1
1634,4,LOT-01634,377.77,0
1635,5,LOT-01635,118.65,0
1636,1,LOT-01636,232.2,0
1637,2,LOT-01637,325.44,1
1638,3,LOT-01638,156.75,0
1639,4,LOT-01639,101.01,0
1640,5,LOT-01640,131.72,0
1641,1,LOT-01641,309.71,1
1642,2,LOT-01642,352.9,1
1643,3,LOT-01643,137.16,0
1644,4,LOT-01644,366.06,1
1645,5,LOT-01645,346.85,1
1646,1,LOT-01646,475.96,1
1647,2,LOT-01647,436.27,1
1648,3,LOT-01648,477.3,1
1649,4,LOT-01649,486.44,1
1650,5,LOT-01650,276.32,0
1651,1,LOT-01651,295.16,0
1652,2,LOT-01652,212.65,1
1653,3,LOT-01653,303.37,0
1654,4,LOT-01654,160.29,0
1655,5,LOT-01655,368.57,1
1656,1,LOT-01656,109.97,0
1657,2,LOT-01657,194.25,1
1658,3,LOT-01658,183.23,1
1659,4,LOT-01659,475.16,0
1660,5,LOT-01660,157.96,1
1661,1,LOT-01661,456.31,0
1662,2,LOT-01662,149.74,0
1663,3,LOT-01663,360.28,0
1664,4,LOT-01664,227.95,0
1665,5,LOT-01665,226.4,0
1666,1,LOT-01666,499.31,0
1667,2,LOT-01667,190.42,0
1668,3,LOT-01668,181.02,0
1669,4,LOT-01669,335.73,1
1670,5,LOT-01670,396.3,0
1671,1,LOT-01671,493.0,0
1672,2,LOT-01672,380.57,1
1673,3,LOT-01673,324.75,0
1674,4,LOT-01674,263.65,1
1675,5,LOT-01675,338.05,1
1676,1,LOT-01676,340.33,1
1677,2,LOT-01677,187.08,1
1678,3,LOT-01678,368.48,0
1679,4,LOT-01679,181.77,1
1680,5,LOT-01680,295.98,1
1681,1,LOT-01681,203.95,0
1682,2,LOT-01682,225.12,1
1683,3,LOT-01683,345.55,1
1684,4,LOT-01684,125.79,0
1685,5,LOT-01685,104.81,1
1686,1,LOT-01686,152.25,0
1687,2,LOT-01687,167.48,1
1688,3,LOT-01688,179.15,0
1689,4,LOT-01689,409.57,0
1690,5,LOT-01690,278.74,0
1691,1,LOT-01691,287.97,0
1692,2,LOT-01692,357.73,0
1693,3,LOT-01693,391.64,0
1694,4,LOT-01694,101.4,0
1695,5,LOT-01695,442.69,0
1696,1,LOT-01696,495.37,0
1697,2,LOT-01697,148.72,1
1698,3,LOT-01698,360.43,0
1699,4,LOT-01699,100.97,0
1700,5,LOT-01700,119.61,1
1701,1,LOT-01701,214.0,0
1702,2,LOT-01702,438.56,1
1703,3,LOT-01703,361.0,1
1704,4,LOT-01704,278.33,0
1705,5,LOT-01705,275.44,0
1706,1,LOT-01706,286.42,0
1707,2,LOT-01707,224.41,1
1708,3,LOT-01708,451.09,1
1709,4,LOT-01709,327.15,0
1710,5,LOT-01710,293.58,0
1711,1,LOT-01711,286.03,0
1712,2,LOT-01712,474.33,1
1713,3,LOT-01713,389.46,0
1714,4,LOT-01714,157.93,0
1715,5,LOT-01715,274.79,0
1716,1,LOT-01716,215.35,0
1717,2,LOT-01717,494.75,1
1718,3,LOT-01718,266.16,1
1719,4,LOT-01719,127.15,0
1720,5,LOT-01720,264.48,1
1721,1,LOT-01721,228.54,0
1722,2,LOT-01722,339.83,0
1723,3,LOT-01723,190.43,1
1724,4,LOT-01724,114.39,0
1725,5,LOT-01725,138.35,1
1726,1,LOT-01726,213.26,1
1727,2,LOT-01727,239.33,1
1728,3,LOT-01728,433.78,0
1729,4,LOT-01729,208.03,1
1730,5,LOT-01730,112.6,0
1731,1,LOT-01731,412.29,1
1732,2,LOT-01732,447.57,0
1733,3,LOT-01733,296.92,1
1734,4,LOT-01734,213.97,1
1735,5,LOT-01735,408.86,0
1736,1,LOT-01736,103.56,0
1737,2,LOT-01737,469.61,0
1738,3,LOT-01738,446.21,1
1739,4,LOT-01739,317.93,0
1740,5,LOT-01740,211.03,0
1741,1,LOT-01741,113.14,1
1742,2,LOT-01742,499.93,0
1743,3,LOT-01743,404.83,0
1744,4,LOT-01744,235.48,1
1745,5,LOT-01745,107.71,0
1746,1,LOT-01746,355.72,0
1747,2,LOT-01747,494.76,0
1748,3,LOT-01748,382.83,0
1749,4,LOT-01749,133.49,0
1750,5,LOT-01750,260.91,1
1751,1,LOT-01751,143.67,0
1752,2,LOT-01752,464.86,1
1753,3,LOT-01753,232.17,1
1754,4,LOT-01754,393.35,1
1755,5,LOT-01755,133.88,1
1756,1,LOT-01756,151.37,0
1757,2,LOT-01757,371.8,0
1758,3,LOT-01758,437.39,0
1759,4,LOT-01759,180.58,0
1760,5,LOT-01760,267.33,1
1761,1,LOT-01761,347.77,1
1762,2,LOT-01762,418.51,1
1763,3,LOT-01763,351.28,1
1764,4,LOT-01764,138.17,1
1765,5,LOT-01765,317.13,1
1766,1,LOT-01766,453.84,0
1767,2,LOT-01767,447.21,1
1768,3,LOT-01768,334.01,1
1769,4,LOT-01769,498.28,0
1770,5,LOT-01770,142.05,1
1771,1,LOT-01771,291.44,0
1772,2,LOT-01772,410.05,0
1773,3,LOT-01773,156.42,0
1774,4,LOT-01774,489.1,0
1775,5,LOT-01775,241.62,1
1776,1,LOT-01776,240.06,0
1777,2,LOT-01777,185.28,0
1778,3,LOT-01778,215.21,0
1779,4,LOT-01779,331.04,1
1780,5,LOT-01780,271.74,1
1781,1,LOT-01781,177.35,0
1782,2,LOT-01782,423.66,1
1783,3,LOT-01783,124.9,1
1784,4,LOT-01784,433.86,1
1785,5,LOT-01785,209.98,1
1786,1,LOT-01786,298.36,1
1787,2,LOT-01787,252.43,1
1788,3,LOT-01788,328.24,0
1789,4,LOT-01789,418.4,0
1790,5,LOT-01790,495.73,1
1791,1,LOT-01791,222.42,0
1792,2,LOT-01792,321.52,0
1793,3,LOT-01793,286.4,1
1794,4,LOT-01794,499.57,1
1795,5,LOT-01795,423.57,0
1796,1,LOT-01796,258.83,0
1797,2,LOT-01797,290.75,1
1798,3,LOT-01798,198.38,0
1799,4,LOT-01799,402.1,1
1800,5,LOT-01800,438.08,0
1801,1,LOT-01801,485.99,1
1802,2,LOT-01802,326.33,0
1803,3,LOT-01803,368.27,1
1804,4,LOT-01804,278.42,0
1805,5,LOT-01805,343.65,0
1806,1,LOT-01806,239.5,0
1807,2,LOT-01807,395.08,0
1808,3,LOT-01808,109.08,1
1809,4,LOT-01809,111.38,0
1810,5,LOT-01810,386.45,1
1811,1,LOT-01811,472.27,1
1812,2,LOT-01812,352.9,1
1813,3,LOT-01813,390.61,1
1814,4,LOT-01814,429.57,0
1815,5,LOT-01815,244.67,1
1816,1,LOT-01816,143.25,1
1817,2,LOT-01817,473.24,1
1818,3,LOT-01818,475.43,1
1819,4,LOT-01819,276.74,1
1820,5,LOT-01820,186.87,1
1821,1,LOT-01821,456.94,1
1822,2,LOT-01822,383.37,0
1823,3,LOT-01823,103.29,0
1824,4,LOT-01824,143.09,0
1825,5,LOT-01825,493.28,1
1826,1,LOT-01826,115.25,1
1827,2,LOT-01827,213.02,1
1828,3,LOT-01828,319.4,0
1829,4,LOT-01829,173.74,1
1830,5,LOT-01830,192.82,1
1831,1,LOT-01831,241.19,1
1832,2,LOT-01832,207.82,0
1833,3,LOT-01833,421.34,0
1834,4,LOT-01834,300.11,0
1835,5,LOT-01835,211.45,1
1836,1,LOT-01836,225.24,1
1837,2,LOT-01837,115.95,1
1838,3,LOT-01838,119.76,0
1839,4,LOT-01839,387.16,0
1840,5,LOT-01840,145.16,1
1841,1,LOT-01841,290.32,1
1842,2,LOT-01842,436.95,0
1843,3,LOT-01843,247.38,0
1844,4,LOT-01844,238.3,1
1845,5,LOT-01845,449.22,0
1846,1,LOT-01846,445.94,0
1847,2,LOT-01847,452.05,0
1848,3,LOT-01848,328.77,0
1849,4,LOT-01849,480.92,1
1850,5,LOT-01850,427.59,1
1851,1,LOT-01851,266.25,0
1852,2,LOT-01852,351.82,1
1853,3,LOT-01853,148.72,1
1854,4,LOT-01854,320.53,0
1855,5,LOT-01855,205.26,0
1856,1,LOT-01856,213.42,0
1857,2,LOT-01857,150.29,0
1858,3,LOT-01858,243.28,1
1859,4,LOT-01859,292.56,0
1860,5,LOT-01860,340.14,0
1861,1,LOT-01861,221.95,1
1862,2,LOT-01862,416.9,1
1863,3,LOT-01863,308.38,0
1864,4,LOT-01864,355.22,0
1865,5,LOT-01865,211.26,1
1866,1,LOT-01866,425.65,0
1867,2,LOT-01867,349.71,0
1868,3,LOT-01868,444.94,0
1869,4,LOT-01869,163.98,1
1870,5,LOT-01870,252.27,0
1871,1,LOT-01871,145.21,1
1872,2,LOT-01872,186.21,0
1873,3,LOT-01873,257.82,1
1874,4,LOT-01874,457.83,0
1875,5,LOT-01875,322.82,1
1876,1,LOT-01876,232.15,0
1877,2,LOT-01877,398.76,1
1878,3,LOT-01878,107.87,1
1879,4,LOT-01879,248.04,1
1880,5,LOT-01880,340.33,0
1881,1,LOT-01881,333.29,0
1882,2,LOT-01882,343.02,0
1883,3,LOT-01883,184.6,1
1884,4,LOT-01884,234.83,1
1885,5,LOT-01885,472.63,1
1886,1,LOT-01886,489.59,1
1887,2,LOT-01887,224.82,1
1888,3,LOT-01888,357.8,0
1889,4,LOT-01889,196.52,0
1890,5,LOT-01890,247.41,0
1891,1,LOT-01891,416.93,0
1892,2,LOT-01892,300.47,1
1893,3,LOT-01893,439.84,1
1894,4,LOT-01894,351.5,0
1895,5,LOT-01895,351.57,0
1896,1,LOT-01896,113.55,0
1897,2,LOT-01897,399.87,1
1898,3,LOT-01898,491.15,1
1899,4,LOT-01899,289.21,0
1900,5,LOT-01900,163.43,0
1901,1,LOT-01901,490.79,1
1902,2,LOT-01902,216.05,1
1903,3,LOT-01903,263.68,1
1904,4,LOT-01904,130.95,0
1905,5,LOT-01905,144.33,0
1906,1,LOT-01906,186.63,1
1907,2,LOT-01907,319.39,1
1908,3,LOT-01908,323.12,0
1909,4,LOT-01909,342.5,0
1910,5,LOT-01910,333.53,1
1911,1,LOT-01911,298.09,0
1912,2,LOT-01912,420.84,1
1913,3,LOT-01913,473.56,1
1914,4,LOT-01914,207.9,1
1915,5,LOT-01915,152.08,0
1916,1,LOT-01916,270.03,1
1917,2,LOT-01917,110.57,1
1918,3,LOT-01918,453.33,0
1919,4,LOT-01919,195.88,1
1920,5,LOT-01920,319.72,0
1921,1,LOT-01921,146.04,0
1922,2,LOT-01922,321.3,1
1923,3,LOT-01923,115.6,1
1924,4,LOT-01924,407.52,1
1925,5,LOT-01925,482.17,1
1926,1,LOT-01926,222.79,1
1927,2,LOT-01927,203.29,1
1928,3,LOT-01928,279.2,1
1929,4,LOT-01929,347.99,0
1930,5,LOT-01930,175.58,0
1931,1,LOT-01931,421.32,1
1932,2,LOT-01932,179.41,0
1933,3,LOT-01933,102.19,1
1934,4,LOT-01934,309.7,1
1935,5,LOT-01935,146.06,0
1936,1,LOT-01936,379.3,0
1937,2,LOT-01937,166.99,0
1938,3,LOT-01938,426.95,0
1939,4,LOT-01939,288.15,1
1940,5,LOT-01940,326.51,0
1941,1,LOT-01941,174.63,0
1942,2,LOT-01942,158.68,1
1943,3,LOT-01943,352.52,0
1944,4,LOT-01944,202.18,1
1945,5,LOT-01945,254.37,1
1946,1,LOT-01946,291.78,0
1947,2,LOT-01947,191.85,0
1948,3,LOT-01948,418.17,1
1949,4,LOT-01949,475.77,1
1950,5,LOT-01950,272.76,1
1951,1,LOT-01951,467.02,0
1952,2,LOT-01952,453.07,0
1953,3,LOT-01953,166.42,1
1954,4,LOT-01954,169.35,1
1955,5,LOT-01955,290.96,0
1956,1,LOT-01956,310.34,1
1957,2,LOT-01957,236.45,1
1958,3,LOT-01958,225.17,1
1959,4,LOT-01959,272.55,0
1960,5,LOT-01960,376.19,1
1961,1,LOT-01961,133.76,0
1962,2,LOT-01962,384.23,1
1963,3,LOT-01963,470.5,0
1964,4,LOT-01964,405.4,0
1965,5,LOT-01965,176.67,1
1966,1,LOT-01966,134.99,1
1967,2,LOT-01967,296.15,0
1968,3,LOT-01968,482.56,0
1969,4,LOT-01969,427.62,0
1970,5,LOT-01970,325.09,1
1971,1,LOT-01971,157.19,1
1972,2,LOT-01972,385.53,0
1973,3,LOT-01973,425.2,0
1974,4,LOT-01974,474.03,1
1975,5,LOT-01975,344.85,0
1976,1,LOT-01976,305.79,1
1977,2,LOT-01977,347.67,1
1978,3,LOT-01978,477.3,0
1979,4,LOT-01979,351.25,0
1980,5,LOT-01980,203.04,0
1981,1,LOT-01981,354.46,1
1982,2,LOT-01982,451.9,0
1983,3,LOT-01983,326.8,0
1984,4,LOT-01984,301.08,1
1985,5,LOT-01985,393.35,0
1986,1,LOT-01986,364.4,1
1987,2,LOT-01987,122.68,0
1988,3,LOT-01988,390.12,1
1989,4,LOT-01989,263.02,0
1990,5,LOT-01990,476.36,1
1991,1,LOT-01991,488.32,0
1992,2,LOT-01992,279.5,0
1993,3,LOT-01993,487.52,0
1994,4,LOT-01994,224.33,0
1995,5,LOT-01995,373.06,1
1996,1,LOT-01996,130.02,1
1997,2,LOT-01997,158.0,1
1998,3,LOT-01998,445.81,1
1999,4,LOT-01999,457.51,0
2000,5,LOT-02000,313.04,1
2001,1,LOT-02001,235.91,1
2002,2,LOT-02002,280.41,1
2003,3,LOT-02003,447.85,1
2004,4,LOT-02004,184.4,1
2005,5,LOT-02005,217.95,0
2006,1,LOT-02006,414.18,1
2007,2,LOT-02007,474.11,0
2008,3,LOT-02008,137.17,1
2009,4,LOT-02009,421.51,0
2010,5,LOT-02010,358.03,0
2011,1,LOT-02011,192.31,1
2012,2,LOT-02012,402.33,1
2013,3,LOT-02013,391.17,1
2014,4,LOT-02014,156.81,0
2015,5,LOT-02015,300.9,0
2016,1,LOT-02016,403.32,1
2017,2,LOT-02017,176.62,1
2018,3,LOT-02018,285.11,1
2019,4,LOT-02019,148.3,1
2020,5,LOT-02020,222.73,0
2021,1,LOT-02021,187.18,0
2022,2,LOT-02022,302.03,0
2023,3,LOT-02023,156.49,1
2024,4,LOT-02024,253.26,1
2025,5,LOT-02025,210.07,0
2026,1,LOT-02026,398.42,0
2027,2,LOT-02027,379.87,0
2028,3,LOT-02028,137.97,0
2029,4,LOT-02029,481.39,0
2030,5,LOT-02030,397.87,1
2031,1,LOT-02031,346.38,0
2032,2,LOT-02032,291.08,1
2033,3,LOT-02033,171.17,0
2034,4,LOT-02034,484.81,0
2035,5,LOT-02035,103.14,1
2036,1,LOT-02036,376.99,0
2037,2,LOT-02037,302.98,1
2038,3,LOT-02038,461.03,1
2039,4,LOT-02039,252.28,0
2040,5,LOT-02040,307.46,1
2041,1,LOT-02041,396.94,0
2042,2,LOT-02042,119.03,1
2043,3,LOT-02043,121.79,0
2044,4,LOT-02044,184.67,0
2045,5,LOT-02045,158.57,0
2046,1,LOT-02046,102.58,1
2047,2,LOT-02047,349.2,0
2048,3,LOT-02048,418.38,0
2049,4,LOT-02049,482.85,1
2050,5,LOT-02050,276.36,1
2051,1,LOT-02051,211.89,0
2052,2,LOT-02052,445.56,0
2053,3,LOT-02053,437.76,0
2054,4,LOT-02054,349.94,0
2055,5,LOT-02055,209.26,1
2056,1,LOT-02056,463.41,1
2057,2,LOT-02057,171.36,0
2058,3,LOT-02058,117.46,0
2059,4,LOT-02059,418.65,0
2060,5,LOT-02060,325.46,1
2061,1,LOT-02061,198.59,0
2062,2,LOT-02062,368.36,1
2063,3,LOT-02063,406.69,1
2064,4,LOT-02064,437.82,0
2065,5,LOT-02065,212.85,0
2066,1,LOT-02066,110.23,0
2067,2,LOT-02067,304.02,0
2068,3,LOT-02068,442.43,1
2069,4,LOT-02069,183.13,1
2070,5,LOT-02070,268.45,0
2071,1,LOT-02071,202.57,0
2072,2,LOT-02072,105.35,0
2073,3,LOT-02073,459.41,0
2074,4,LOT-02074,154.02,1
2075,5,LOT-02075,406.71,1
2076,1,LOT-02076,238.64,1
2077,2,LOT-02077,211.07,0
2078,3,LOT-02078,476.41,1
2079,4,LOT-02079,362.88,1
2080,5,LOT-02080,374.77,0
2081,1,LOT-02081,403.86,0
2082,2,LOT-02082,236.37,0
2083,3,LOT-02083,325.47,0
2084,4,LOT-02084,208.09,0
2085,5,LOT-02085,433.82,1
2086,1,LOT-02086,339.72,0
2087,2,LOT-02087,197.36,1
2088,3,LOT-02088,459.9,0
2089,4,LOT-02089,332.34,0
2090,5,LOT-02090,298.01,0
2091,1,LOT-02091,113.8,1
2092,2,LOT-02092,463.92,0
2093,3,LOT-02093,480.91,0
2094,4,LOT-02094,325.04,1
2095,5,LOT-02095,277.01,0
2096,1,LOT-02096,243.83,1
2097,2,LOT-02097,207.22,1
2098,3,LOT-02098,329.81,1
2099,4,LOT-02099,151.24,0
2100,5,LOT-02100,467.67,1
2101,1,LOT-02101,170.38,0
2102,2,LOT-02102,398.21,0
2103,3,LOT-02103,222.76,0
2104,4,LOT-02104,190.43,1
2105,5,LOT-02105,323.15,1
2106,1,LOT-02106,406.05,0
2107,2,LOT-02107,390.69,1
2108,3,LOT-02108,193.5,1
2109,4,LOT-02109,232.2,1
2110,5,LOT-02110,447.53,1
2111,1,LOT-02111,389.3,0
2112,2,LOT-02112,385.08,1
2113,3,LOT-02113,207.56,1
2114,4,LOT-02114,416.8,1
2115,5,LOT-02115,243.37,0
2116,1,LOT-02116,260.56,1
2117,2,LOT-02117,215.02,1
2118,3,LOT-02118,148.56,1
2119,4,LOT-02119,268.16,1
2120,5,LOT-02120,106.78,0
2121,1,LOT-02121,282.36,0
2122,2,LOT-02122,390.0,0
2123,3,LOT-02123,484.3,1
2124,4,LOT-02124,131.45,1
2125,5,LOT-02125,212.52,1
2126,1,LOT-02126,297.65,1
2127,2,LOT-02127,168.16,1
2128,3,LOT-02128,146.73,1
2129,4,LOT-02129,280.93,0
2130,5,LOT-02130,332.29,1
2131,1,LOT-02131,428.08,1
2132,2,LOT-02132,499.12,1
2133,3,LOT-02133,409.71,0
2134,4,LOT-02134,188.54,0
2135,5,LOT-02135,399.19,0
2136,1,LOT-02136,314.86,0
2137,2,LOT-02137,280.32,1
2138,3,LOT-02138,474.29,0
2139,4,LOT-02139,380.84,1
2140,5,LOT-02140,372.68,0
2141,1,LOT-02141,104.7,0
2142,2,LOT-02142,446.03,1
2143,3,LOT-02143,417.32,1
2144,4,LOT-02144,219.58,0
2145,5,LOT-02145,216.85,0
2146,1,LOT-02146,121.39,1
2147,2,LOT-02147,120.34,0
2148,3,LOT-02148,367.44,1
2149,4,LOT-02149,174.5,0
2150,5,LOT-02150,469.42,1
2151,1,LOT-02151,436.96,0
2152,2,LOT-02152,239.55,0
2153,3,LOT-02153,252.03,1
2154,4,LOT-02154,230.91,1
2155,5,LOT-02155,136.96,1
2156,1,LOT-02156,112.57,1
2157,2,LOT-02157,280.85,1
2158,3,LOT-02158,477.22,0
2159,4,LOT-02159,466.9,0
2160,5,LOT-02160,423.94,1
2161,1,LOT-02161,351.44,0
2162,2,LOT-02162,442.49,1
2163,3,LOT-02163,306.03,0
2164,4,LOT-02164,172.06,0
2165,5,LOT-02165,373.67,0
2166,1,LOT-02166,468.26,0
2167,2,LOT-02167,107.84,1
2168,3,LOT-02168,200.58,0
2169,4,LOT-02169,206.18,1
2170,5,LOT-02170,139.62,0
2171,1,LOT-02171,190.2,1
2172,2,LOT-02172,253.59,0
2173,3,LOT-02173,475.93,1
2174,4,LOT-02174,444.11,0
2175,5,LOT-02175,478.4,1
2176,1,LOT-02176,148.23,0
2177,2,LOT-02177,111.22,0
2178,3,LOT-02178,143.95,1
2179,4,LOT-02179,465.72,0
2180,5,LOT-02180,163.0,1
2181,1,LOT-02181,329.05,0
2182,2,LOT-02182,191.03,1
2183,3,LOT-02183,108.25,1
2184,4,LOT-02184,133.85,1
2185,5,LOT-02185,383.92,1
2186,1,LOT-02186,172.95,0
2187,2,LOT-02187,191.66,0
2188,3,LOT-02188,250.9,1
2189,4,LOT-02189,362.9,1
2190,5,LOT-02190,287.75,1
2191,1,LOT-02191,477.84,0
2192,2,LOT-02192,273.67,0
2193,3,LOT-02193,179.65,1
2194,4,LOT-02194,314.46,1
2195,5,LOT-02195,280.36,1
2196,1,LOT-02196,414.86,0
2197,2,LOT-02197,474.05,0
2198,3,LOT-02198,434.52,1
2199,4,LOT-02199,255.62,1
2200,5,LOT-02200,186.45,1
2201,1,LOT-02201,465.8,0
2202,2,LOT-02202,254.38,1
2203,3,LOT-02203,408.08,0
2204,4,LOT-02204,495.81,0
2205,5,LOT-02205,330.98,1
2206,1,LOT-02206,291.95,0
2207,2,LOT-02207,379.95,0
2208,3,LOT-02208,177.57,0
2209,4,LOT-02209,295.3,1
2210,5,LOT-02210,224.93,0
2211,1,LOT-02211,165.69,0
2212,2,LOT-02212,344.05,1
2213,3,LOT-02213,330.28,1
2214,4,LOT-02214,404.48,1
2215,5,LOT-02215,449.19,0
2216,1,LOT-02216,188.15,1
2217,2,LOT-02217,411.88,1
2218,3,LOT-02218,246.95,1
2219,4,LOT-02219,351.52,0
2220,5,LOT-02220,440.1,1
2221,1,LOT-02221,202.47,0
2222,2,LOT-02222,340.38,1
2223,3,LOT-02223,292.13,0
2224,4,LOT-02224,416.23,0
2225,5,LOT-02225,378.9,0
2226,1,LOT-02226,407.85,0
2227,2,LOT-02227,215.18,0
2228,3,LOT-02228,381.74,1
2229,4,LOT-02229,342.32,1
2230,5,LOT-02230,282.67,0
2231,1,LOT-02231,251.34,1
2232,2,LOT-02232,232.64,1
2233,3,LOT-02233,103.87,0
2234,4,LOT-02234,167.82,0
2235,5,LOT-02235,123.59,1
2236,1,LOT-02236,439.34,0
2237,2,LOT-02237,444.04,0
2238,3,LOT-02238,438.48,0
2239,4,LOT-02239,427.17,1
2240,5,LOT-02240,188.53,0
2241,1,LOT-02241,296.71,1
2242,2,LOT-02242,463.14,1
2243,3,LOT-02243,403.91,1
2244,4,LOT-02244,100.73,1
2245,5,LOT-02245,283.77,1
2246,1,LOT-02246,104.27,0
2247,2,LOT-02247,212.26,1
2248,3,LOT-02248,274.3,0
2249,4,LOT-02249,457.16,1
2250,5,LOT-02250,361.75,0
2251,1,LOT-02251,244.99,0
2252,2,LOT-02252,296.26,0
2253,3,LOT-02253,426.96,0
2254,4,LOT-02254,219.86,0
2255,5,LOT-02255,346.01,0
2256,1,LOT-02256,204.9,1
2257,2,LOT-02257,291.99,0
2258,3,LOT-02258,109.86,0
2259,4,LOT-02259,440.91,0
2260,5,LOT-02260,119.34,0
2261,1,LOT-02261,189.74,1
2262,2,LOT-02262,233.4,1
2263,3,LOT-02263,350.06,1
2264,4,LOT-02264,388.01,0
2265,5,LOT-02265,132.18,0
2266,1,LOT-02266,117.39,1
2267,2,LOT-02267,419.6,0
2268,3,LOT-02268,384.87,1
2269,4,LOT-02269,432.62,0
2270,5,LOT-02270,370.62,0
2271,1,LOT-02271,400.4,0
2272,2,LOT-02272,251.62,0
2273,3,LOT-02273,336.07,0
2274,4,LOT-02274,422.16,1
2275,5,LOT-02275,168.85,0
2276,1,LOT-02276,269.13,1
2277,2,LOT-02277,396.2,1
2278,3,LOT-02278,313.05,1
2279,4,LOT-02279,372.66,1
2280,5,LOT-02280,217.15,0
2281,1,LOT-02281,112.94,0
2282,2,LOT-02282,111.66,1
2283,3,LOT-02283,477.11,0
2284,4,LOT-02284,477.82,0
2285,5,LOT-02285,184.51,1
2286,1,LOT-02286,158.99,0
2287,2,LOT-02287,107.26,1
2288,3,LOT-02288,192.5,1
2289,4,LOT-02289,233.74,1
2290,5,LOT-02290,196.5,1
2291,1,LOT-02291,418.95,0
2292,2,LOT-02292,399.77,1
2293,3,LOT-02293,132.41,1
2294,4,LOT-02294,378.93,0
2295,5,LOT-02295,308.23,0
2296,1,LOT-02296,152.87,0
2297,2,LOT-02297,395.81,1
2298,3,LOT-02298,134.42,0
2299,4,LOT-02299,170.86,1
2300,5,LOT-02300,159.69,0
2301,1,LOT-02301,475.61,0
2302,2,LOT-02302,379.26,0
2303,3,LOT-02303,264.51,0
2304,4,LOT-02304,428.88,1
2305,5,LOT-02305,186.38,1
2306,1,LOT-02306,472.44,0
2307,2,LOT-02307,378.8,1
2308,3,LOT-02308,323.83,0
2309,4,LOT-02309,417.86,0
2310,5,LOT-02310,357.91,1
2311,1,LOT-02311,454.84,0
2312,2,LOT-02312,431.66,1
2313,3,LOT-02313,179.13,1
2314,4,LOT-02314,195.87,0
2315,5,LOT-02315,126.04,1
2316,1,LOT-02316,188.08,0
2317,2,LOT-02317,237.4,0
2318,3,LOT-02318,111.53,0
2319,4,LOT-02319,225.99,1
2320,5,LOT-02320,408.62,0
2321,1,LOT-02321,436.13,1
2322,2,LOT-02322,103.55,0
2323,3,LOT-02323,102.86,0
2324,4,LOT-02324,158.52,1
2325,5,LOT-02325,449.03,1
2326,1,LOT-02326,287.71,0
2327,2,LOT-02327,493.16,1
2328,3,LOT-02328,454.93,1
2329,4,LOT-02329,456.05,1
2330,5,LOT-02330,151.39,0
2331,1,LOT-02331,290.09,0
2332,2,LOT-02332,497.44,0
2333,3,LOT-02333,159.62,0
2334,4,LOT-02334,329.69,1
2335,5,LOT-02335,237.71,0
2336,1,LOT-02336,255.14,1
2337,2,LOT-02337,456.32,0
2338,3,LOT-02338,335.16,1
2339,4,LOT-02339,403.51,1
2340,5,LOT-02340,369.29,1
2341,1,LOT-02341,311.61,0
2342,2,LOT-02342,416.68,0
2343,3,LOT-02343,488.29,0
2344,4,LOT-02344,486.73,1
2345,5,LOT-02345,415.78,0
2346,1,LOT-02346,294.93,1
2347,2,LOT-02347,165.26,1
2348,3,LOT-02348,117.79,0
2349,4,LOT-02349,192.58,0
2350,5,LOT-02350,236.1,1
2351,1,LOT-02351,151.94,1
2352,2,LOT-02352,189.91,0
2353,3,LOT-02353,133.42,1
2354,4,LOT-02354,309.47,1
2355,5,LOT-02355,150.53,1
2356,1,LOT-02356,397.11,1
2357,2,LOT-02357,233.06,0
2358,3,LOT-02358,368.83,1
2359,4,LOT-02359,453.01,1
2360,5,LOT-02360,134.41,1
2361,1,LOT-02361,495.6,0
2362,2,LOT-02362,358.1,0
2363,3,LOT-02363,121.35,1
2364,4,LOT-02364,225.6,1
2365,5,LOT-02365,454.5,1
2366,1,LOT-02366,338.49,0
2367,2,LOT-02367,214.89,1
2368,3,LOT-02368,476.2,0
2369,4,LOT-02369,414.9,1
2370,5,LOT-02370,394.22,0
2371,1,LOT-02371,455.37,0
2372,2,LOT-02372,407.91,0
2373,3,LOT-02373,214.7,1
2374,4,LOT-02374,333.55,0
2375,5,LOT-02375,436.91,0
2376,1,LOT-02376,172.34,0
2377,2,LOT-02377,165.21,0
2378,3,LOT-02378,163.59,0
2379,4,LOT-02379,177.7,0
