RunID,LineID,RunTimestamp,ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
1530,6,2025-01-17 14:00:00,996.0,18321.77,93.32,3.0,2.7944,91.42,21.0,0.86,9.72,0.011,98.93,3,1108.27,0.1016,6.44,223.07,Defect
1531,1,2025-01-17 20:00:00,363.0,9879.36,90.49,0.0,4.1487,96.02,10.0,3.15,3.63,0.0801,97.55,9,1836.7,0.4857,2.85,251.99,Defect
1532,2,2025-01-18 02:00:00,154.0,18514.41,92.79,2.0,2.4669,68.74,11.0,2.98,3.54,0.0346,97.23,9,4526.83,0.3068,5.04,419.75,Defect
1533,3,2025-01-18 08:00:00,970.0,19942.37,86.76,2.0,1.0575,85.02,23.0,0.32,2.26,0.0079,93.43,5,1236.4,0.329,5.61,255.67,Defect
1534,4,2025-01-18 14:00:00,742.0,17381.23,98.14,0.0,3.04,75.69,1.0,1.33,4.64,0.0265,80.03,6,1907.95,0.3664,4.72,119.53,Defect
1535,5,2025-01-18 20:00:00,899.0,17673.07,91.75,0.0,4.7854,99.58,18.0,1.95,2.19,0.0683,88.59,1,2405.0,0.419,2.78,354.38,Defect
1536,6,2025-01-19 02:00:00,877.0,8735.13,81.71,1.0,4.0685,79.15,4.0,1.22,5.99,0.0746,92.71,6,4002.96,0.3432,5.15,368.49,Defect
1537,1,2025-01-19 08:00:00,557.0,13650.54,89.0,3.0,3.1042,69.13,10.0,1.22,6.04,0.012,90.94,6,3240.72,0.4049,7.24,425.69,Defect
1538,2,2025-01-19 14:00:00,977.0,6008.84,95.13,2.0,3.4106,75.27,22.0,2.86,2.43,0.0779,96.42,1,4818.42,0.2795,9.68,259.55,Defect
1539,3,2025-01-19 20:00:00,261.0,6423.77,95.88,4.0,4.6875,86.15,18.0,2.35,3.92,0.0371,96.38,2,1911.5,0.2485,8.11,134.43,Defect
1540,4,2025-01-20 02:00:00,479.0,19983.39,89.89,1.0,2.4275,63.04,6.0,3.34,8.66,0.0679,91.97,2,4488.48,0.4293,2.45,321.22,Defect
1541,5,2025-01-20 08:00:00,186.0,9899.59,97.89,1.0,1.9913,84.14,20.0,4.78,5.7,0.0672,80.44,0,2131.65,0.4461,3.45,148.4,Defect
1542,6,2025-01-20 14:00:00,154.0,16222.76,85.35,4.0,4.8976,97.25,21.0,3.3,5.48,0.0794,87.39,0,1981.99,0.1551,1.71,106.83,Defect
1543,1,2025-01-20 20:00:00,575.0,17099.98,88.21,4.0,4.3855,94.01,5.0,2.91,7.59,0.0697,84.58,9,2993.5,0.3171,2.22,411.43,Defect
1544,2,2025-01-21 02:00:00,899.0,17870.35,97.97,5.0,1.9537,62.71,10.0,4.24,7.72,0.0039,86.78,5,1284.82,0.3735,3.26,261.36,Defect
1545,3,2025-01-21 08:00:00,277.0,19964.42,97.93,4.0,2.587,99.74,13.0,3.16,8.1,0.0519,92.35,8,2537.23,0.1334,2.8,310.0,Defect
1546,4,2025-01-21 14:00:00,490.0,8622.45,93.71,0.0,2.3679,87.95,3.0,0.83,8.64,0.0166,81.33,8,2422.7,0.4718,2.92,365.14,No Defect
1547,5,2025-01-21 20:00:00,448.0,5605.26,97.18,2.0,1.1709,66.49,7.0,1.57,3.86,0.097,80.44,0,1640.41,0.308,3.08,260.41,Defect
1548,6,2025-01-22 02:00:00,107.0,11167.87,81.78,5.0,4.8102,60.5,8.0,3.67,2.53,0.0256,88.74,6,4443.18,0.3582,3.71,120.45,Defect
1549,1,2025-01-22 08:00:00,932.0,6951.21,97.3,0.0,2.3194,66.85,1.0,3.69,5.04,0.042,95.87,5,2543.56,0.1713,2.13,201.1,Defect
1550,2,2025-01-22 14:00:00,412.0,5336.39,86.41,5.0,4.439,93.53,10.0,4.94,8.84,0.0197,80.61,3,4927.68,0.2058,3.5,177.74,Defect
1551,3,2025-01-22 20:00:00,858.0,10406.4,83.57,2.0,1.3521,60.87,19.0,3.13,2.62,0.0135,96.98,2,4598.83,0.1484,7.2,490.96,Defect
1552,4,2025-01-23 02:00:00,934.0,16756.07,84.79,5.0,2.9654,69.33,21.0,4.5,6.61,0.0601,87.68,8,1779.24,0.2056,3.13,395.8,Defect
1553,5,2025-01-23 08:00:00,542.0,13492.71,88.36,0.0,0.6078,90.29,6.0,0.27,7.61,0.0493,82.36,9,3020.49,0.297,2.55,280.62,No Defect
1554,6,2025-01-23 14:00:00,866.0,9691.67,85.02,3.0,3.939,83.44,3.0,2.83,5.85,0.0375,91.35,4,3407.22,0.4335,1.61,125.35,Defect
1555,1,2025-01-23 20:00:00,427.0,14815.13,86.41,2.0,3.1141,91.31,23.0,4.6,4.04,0.0085,99.05,7,4275.84,0.3135,5.5,146.34,Defect
1556,2,2025-01-24 02:00:00,153.0,8480.27,82.7,1.0,3.3152,89.85,13.0,1.44,4.61,0.0736,90.85,3,4542.57,0.1978,8.58,425.16,Defect
1557,3,2025-01-24 08:00:00,860.0,5215.72,85.92,2.0,0.7327,62.02,23.0,0.77,2.57,0.0006,93.73,3,3496.07,0.1178,1.53,478.18,Defect
1558,4,2025-01-24 14:00:00,338.0,16465.3,91.45,2.0,1.4497,95.7,0.0,1.75,4.34,0.0458,96.33,5,1140.54,0.3488,5.88,112.54,No Defect
1559,5,2025-01-24 20:00:00,328.0,14356.15,88.84,2.0,0.8345,69.08,23.0,3.96,2.36,0.0633,95.99,5,2925.11,0.2681,6.86,464.16,Defect
1560,6,2025-01-25 02:00:00,678.0,16434.54,86.93,3.0,1.8001,82.14,11.0,0.42,7.81,0.0431,81.46,2,4539.21,0.4937,6.33,252.23,Defect
1561,1,2025-01-25 08:00:00,150.0,5584.07,94.93,0.0,3.3235,85.77,18.0,3.0,9.18,0.0126,94.82,1,3856.36,0.4119,8.9,185.45,Defect
1562,2,2025-01-25 14:00:00,708.0,17556.79,97.87,1.0,3.0478,66.75,4.0,0.68,7.07,0.0778,98.99,8,4480.57,0.4233,8.8,140.89,Defect
1563,3,2025-01-25 20:00:00,703.0,14292.89,95.14,0.0,3.2547,99.05,7.0,2.18,7.25,0.0324,94.01,1,3696.32,0.1049,1.52,408.7,Defect
1564,4,2025-01-26 02:00:00,363.0,13450.93,86.64,5.0,2.9716,79.53,10.0,4.83,5.78,0.0135,96.73,8,1176.14,0.4111,4.25,287.56,No Defect
1565,5,2025-01-26 08:00:00,517.0,14369.21,94.89,5.0,1.7286,62.31,21.0,0.98,3.25,0.055,89.71,7,4872.03,0.1778,7.04,432.97,Defect
1566,6,2025-01-26 14:00:00,902.0,17966.5,83.04,5.0,1.6003,97.49,3.0,0.17,2.06,0.0019,86.38,9,4672.07,0.3343,9.57,190.46,Defect
1567,1,2025-01-26 20:00:00,195.0,13804.05,82.61,0.0,1.1168,83.45,14.0,2.14,4.75,0.0324,93.52,6,1506.32,0.279,8.24,371.43,Defect
1568,2,2025-01-27 02:00:00,187.0,13714.26,86.91,4.0,4.3208,87.97,19.0,2.89,8.01,0.0751,89.84,4,1450.76,0.3286,2.59,147.25,Defect
1569,3,2025-01-27 08:00:00,177.0,19860.19,96.15,3.0,3.2742,81.01,11.0,1.49,9.68,0.0913,97.91,2,3156.31,0.1534,3.51,135.9,Defect
1570,4,2025-01-27 14:00:00,387.0,16350.95,84.93,4.0,1.3393,93.39,19.0,2.71,5.45,0.0592,99.49,1,4028.2,0.2828,7.87,153.36,Defect
1571,5,2025-01-27 20:00:00,219.0,11634.41,81.27,5.0,1.2974,61.33,21.0,4.77,4.92,0.0218,96.4,7,2528.69,0.1148,5.24,423.56,Defect
1572,6,2025-01-28 02:00:00,913.0,15610.96,82.63,3.0,4.4287,70.74,22.0,1.56,5.57,0.022,99.85,1,1545.53,0.1164,5.93,362.25,Defect
1573,1,2025-01-28 08:00:00,590.0,10838.46,97.17,0.0,3.8423,78.79,20.0,1.55,5.42,0.0604,86.97,7,3042.22,0.3631,6.48,166.39,Defect
1574,2,2025-01-28 14:00:00,551.0,8433.13,92.68,5.0,3.4673,63.06,9.0,2.41,7.01,0.0407,97.92,4,2350.26,0.4807,1.93,253.91,Defect
1575,3,2025-01-28 20:00:00,599.0,13952.78,85.06,0.0,2.3309,88.24,23.0,2.58,7.87,0.0177,86.6,8,2407.09,0.411,8.7,405.47,Defect
1576,4,2025-01-29 02:00:00,264.0,18922.73,91.11,3.0,1.6789,75.75,15.0,0.01,8.28,0.0787,82.36,3,3579.94,0.2877,8.77,214.27,Defect
1577,5,2025-01-29 08:00:00,281.0,18937.09,90.55,0.0,4.9075,70.91,22.0,3.08,7.2,0.02,92.43,7,4542.43,0.1223,5.21,468.51,Defect
1578,6,2025-01-29 14:00:00,568.0,10128.58,93.11,0.0,4.0876,60.14,7.0,4.99,5.5,0.0322,89.1,6,3234.37,0.118,6.64,465.84,Defect
1579,1,2025-01-29 20:00:00,834.0,12915.16,84.66,1.0,1.858,88.79,19.0,1.46,9.6,0.0061,98.43,7,3750.41,0.1632,6.94,321.16,Defect
1580,2,2025-01-30 02:00:00,922.0,8174.54,97.29,4.0,4.314,93.35,7.0,3.15,7.69,0.0701,89.84,4,3639.79,0.4903,2.71,352.79,Defect
1581,3,2025-01-30 08:00:00,106.0,19934.47,86.19,4.0,3.9152,75.8,5.0,0.02,5.41,0.0275,98.55,1,3204.58,0.2595,2.01,361.29,Defect
1582,4,2025-01-30 14:00:00,429.0,19716.77,93.88,4.0,1.8369,82.57,2.0,3.02,5.57,0.0233,81.57,6,2243.03,0.4374,1.19,203.39,No Defect
1583,5,2025-01-30 20:00:00,874.0,14742.63,80.32,2.0,2.4195,69.11,7.0,2.24,8.54,0.0303,96.61,2,2511.18,0.3821,9.22,246.13,Defect
1584,6,2025-01-31 02:00:00,772.0,17066.21,87.45,1.0,1.3368,84.89,22.0,2.65,5.52,0.0874,95.18,9,2262.82,0.3422,4.11,154.38,Defect
1585,1,2025-01-31 08:00:00,250.0,15726.5,87.03,5.0,0.9997,60.49,9.0,2.72,6.13,0.0518,94.4,9,4669.99,0.4791,1.77,469.95,Defect
1586,2,2025-01-31 14:00:00,184.0,13897.37,90.87,5.0,3.7524,79.55,4.0,0.88,4.33,0.0158,87.1,9,4306.47,0.1922,5.19,389.54,Defect
1587,3,2025-01-31 20:00:00,246.0,5800.22,81.45,5.0,1.7038,85.77,10.0,3.85,8.71,0.0774,95.68,9,3317.39,0.282,1.68,118.54,No Defect
1588,4,2025-02-01 02:00:00,723.0,11821.47,95.8,4.0,4.1903,96.73,3.0,2.78,6.18,0.0208,89.67,1,4648.97,0.4459,1.77,319.75,Defect
1589,5,2025-02-01 08:00:00,480.0,15121.79,84.36,4.0,4.9802,75.25,16.0,1.35,6.42,0.0412,94.3,2,4545.63,0.3207,5.4,237.23,Defect
1590,6,2025-02-01 14:00:00,647.0,15162.97,93.54,1.0,0.8448,90.61,2.0,4.69,9.05,0.0568,91.04,3,4710.78,0.1986,5.58,426.12,No Defect
1591,1,2025-02-01 20:00:00,384.0,10596.84,96.06,0.0,2.6287,83.91,17.0,0.06,9.36,0.0584,83.15,9,1887.1,0.1836,6.22,237.52,Defect
1592,2,2025-02-02 02:00:00,799.0,19125.38,91.24,4.0,4.1093,97.08,7.0,3.63,8.59,0.0069,81.29,6,3870.01,0.4012,6.91,357.66,Defect
1593,3,2025-02-02 08:00:00,181.0,7510.36,94.82,5.0,4.0503,75.94,23.0,1.91,2.52,0.0837,87.32,9,3436.9,0.1051,7.01,166.3,Defect
1594,4,2025-02-02 14:00:00,613.0,12505.39,93.24,0.0,3.92,72.76,11.0,2.61,5.55,0.0479,98.66,0,3935.32,0.4657,4.9,323.5,Defect
1595,5,2025-02-02 20:00:00,996.0,15363.26,87.11,4.0,2.0705,95.49,20.0,1.46,4.75,0.0989,90.59,5,2053.52,0.1074,6.79,217.55,Defect
1596,6,2025-02-03 02:00:00,914.0,15457.04,96.18,3.0,2.5423,61.97,15.0,1.61,3.71,0.0717,96.04,5,3779.24,0.3524,3.74,165.96,Defect
1597,1,2025-02-03 08:00:00,808.0,14729.58,85.89,2.0,3.1774,65.46,13.0,0.08,9.27,0.0993,91.52,7,2639.31,0.3419,4.97,347.7,Defect
1598,2,2025-02-03 14:00:00,622.0,9129.32,91.42,4.0,4.8827,63.3,20.0,3.65,9.12,0.0453,99.16,1,4336.37,0.3314,4.54,355.46,Defect
1599,3,2025-02-03 20:00:00,845.0,7343.1,94.91,3.0,1.974,93.72,15.0,3.55,5.72,0.0141,87.39,1,4181.46,0.2897,3.96,493.34,Defect
1600,4,2025-02-04 02:00:00,485.0,14539.1,87.58,1.0,4.6541,60.42,3.0,3.27,3.08,0.0727,81.14,0,1845.43,0.441,3.15,367.64,Defect
1601,5,2025-02-04 08:00:00,806.0,13989.53,86.06,3.0,1.7121,94.47,0.0,4.39,2.11,0.0778,95.61,2,1735.42,0.3637,1.71,306.28,Defect
1602,6,2025-02-04 14:00:00,570.0,7690.34,89.19,1.0,4.9508,78.05,0.0,4.51,5.51,0.0853,94.11,6,3870.93,0.4127,5.55,465.05,Defect
1603,1,2025-02-04 20:00:00,218.0,15577.09,96.36,4.0,3.5162,60.16,21.0,2.78,2.32,0.0301,90.55,7,3201.9,0.1462,5.84,431.31,Defect
1604,2,2025-02-05 02:00:00,495.0,11827.58,98.6,1.0,2.5858,76.07,14.0,3.42,6.88,0.0511,86.53,6,3228.82,0.12,4.03,319.5,Defect
1605,3,2025-02-05 08:00:00,631.0,15016.41,90.9,3.0,3.2603,67.47,19.0,0.05,6.87,0.0858,83.77,8,4010.06,0.1114,9.78,304.54,Defect
1606,4,2025-02-05 14:00:00,360.0,17560.51,93.23,2.0,1.7264,84.98,19.0,4.23,9.19,0.0865,89.65,7,4419.88,0.1589,6.01,476.79,Defect
1607,5,2025-02-05 20:00:00,904.0,7545.93,98.07,0.0,1.7338,87.17,2.0,4.08,3.52,0.0026,93.32,7,1955.86,0.3668,9.0,346.85,Defect
1608,6,2025-02-06 02:00:00,355.0,5287.17,81.97,0.0,1.011,79.5,13.0,0.1,4.97,0.0671,91.58,1,3222.16,0.2976,6.13,385.51,Defect
1609,1,2025-02-06 08:00:00,833.0,16686.54,84.64,2.0,1.0132,61.62,8.0,2.71,8.88,0.0602,88.75,0,4315.82,0.4009,2.71,134.67,Defect
1610,2,2025-02-06 14:00:00,325.0,14145.46,94.18,5.0,2.0645,86.25,18.0,4.53,5.79,0.0083,90.79,5,4491.18,0.1767,9.77,387.32,Defect
1611,3,2025-02-06 20:00:00,152.0,15494.59,96.47,0.0,3.9328,93.68,7.0,0.91,2.48,0.093,82.16,6,2149.64,0.2468,8.97,205.87,Defect
1612,4,2025-02-07 02:00:00,966.0,17572.32,97.14,4.0,3.2359,88.81,1.0,1.76,2.89,0.0445,93.92,5,1416.62,0.4554,5.24,146.22,Defect
1613,5,2025-02-07 08:00:00,599.0,17042.16,88.3,5.0,0.9616,93.2,3.0,1.66,8.51,0.0674,94.69,6,1931.29,0.4743,3.19,439.87,No Defect
1614,6,2025-02-07 14:00:00,605.0,19413.8,81.79,4.0,4.3351,68.02,0.0,1.78,7.95,0.0883,80.23,7,4782.0,0.4687,3.0,376.48,Defect
1615,1,2025-02-07 20:00:00,953.0,13039.03,88.76,3.0,3.2062,95.56,10.0,0.21,9.01,0.013,85.41,1,2849.92,0.4273,8.25,263.03,Defect
1616,2,2025-02-08 02:00:00,463.0,12327.43,84.61,3.0,4.8239,72.89,4.0,1.4,2.95,0.0856,81.84,0,2674.3,0.3753,1.62,272.57,Defect
1617,3,2025-02-08 08:00:00,379.0,11028.31,85.82,5.0,3.5158,60.54,1.0,1.47,8.08,0.0724,99.96,9,1052.34,0.4655,6.74,178.85,Defect
1618,4,2025-02-08 14:00:00,692.0,7305.37,95.45,5.0,1.2883,93.74,12.0,4.33,7.24,0.084,91.87,7,1204.06,0.3857,6.76,103.82,Defect
1619,5,2025-02-08 20:00:00,813.0,13589.11,81.51,5.0,2.632,97.67,16.0,1.76,3.86,0.0495,89.31,7,3674.78,0.4816,2.64,239.74,Defect
1620,6,2025-02-09 02:00:00,257.0,9155.19,96.55,5.0,3.4182,86.22,16.0,2.24,9.79,0.0033,89.26,7,3359.31,0.1099,7.34,159.37,Defect
1621,1,2025-02-09 08:00:00,731.0,18819.61,88.55,1.0,0.6272,69.26,17.0,1.9,6.56,0.0671,99.3,9,3302.11,0.4687,7.35,268.69,Defect
1622,2,2025-02-09 14:00:00,158.0,13747.86,91.92,5.0,0.5671,70.07,20.0,0.6,9.26,0.0375,93.2,6,1441.29,0.3223,4.15,433.53,Defect
1623,3,2025-02-09 20:00:00,826.0,13892.6,81.79,5.0,1.0823,78.66,8.0,4.95,8.87,0.0402,83.37,1,2408.24,0.1447,5.35,145.9,Defect
1624,4,2025-02-10 02:00:00,227.0,10323.87,86.75,3.0,1.6325,95.91,5.0,4.13,4.67,0.0441,88.96,3,4249.43,0.186,8.49,136.7,No Defect
1625,5,2025-02-10 08:00:00,835.0,5779.84,81.79,4.0,2.433,65.98,19.0,2.7,6.29,0.0493,95.48,8,1699.64,0.4409,5.71,460.84,Defect
1626,6,2025-02-10 14:00:00,820.0,5476.16,99.23,3.0,2.6935,93.04,2.0,2.38,5.45,0.0662,88.47,7,4530.75,0.3024,6.56,398.06,Defect
1627,1,2025-02-10 20:00:00,981.0,11350.03,96.15,0.0,1.1211,71.65,7.0,3.25,7.67,0.0727,86.19,3,1485.91,0.4931,4.71,121.23,Defect
1628,2,2025-02-11 02:00:00,214.0,6268.48,89.19,1.0,3.5303,92.34,2.0,1.63,6.7,0.0777,99.82,7,1676.6,0.147,2.35,131.83,Defect
1629,3,2025-02-11 08:00:00,308.0,14102.7,84.47,1.0,3.1826,96.81,0.0,0.25,8.28,0.0672,98.71,9,2911.0,0.265,9.98,373.97,Defect
1630,4,2025-02-11 14:00:00,625.0,18214.6,98.67,4.0,1.8251,77.1,19.0,2.02,2.09,0.0803,98.83,5,4781.2,0.2327,5.78,248.14,Defect
1631,5,2025-02-11 20:00:00,620.0,18243.72,86.89,5.0,0.5615,74.6,12.0,4.92,7.5,0.0122,82.63,8,2318.19,0.3065,4.03,389.67,Defect
1632,6,2025-02-12 02:00:00,651.0,14885.68,83.22,3.0,0.8494,92.09,20.0,0.91,4.55,0.0837,84.69,0,3632.87,0.3534,7.42,261.78,Defect
1633,1,2025-02-12 08:00:00,336.0,8168.48,91.26,0.0,2.2626,81.18,4.0,2.64,3.79,0.0387,88.84,5,3354.69,0.3647,6.59,487.11,No Defect
1634,2,2025-02-12 14:00:00,380.0,17944.95,98.88,3.0,1.1929,87.38,15.0,0.04,8.41,0.0529,96.64,3,1598.49,0.1005,3.1,377.77,Defect
1635,3,2025-02-12 20:00:00,458.0,18291.4,80.08,5.0,2.1957,84.91,20.0,0.61,2.71,0.0434,94.74,2,1992.67,0.1356,8.89,118.65,Defect
1636,4,2025-02-13 02:00:00,300.0,7949.8,84.76,5.0,3.3268,66.12,23.0,2.94,3.83,0.0476,96.99,4,4720.61,0.114,1.64,232.2,Defect
1637,5,2025-02-13 08:00:00,857.0,16061.39,98.77,2.0,2.9626,93.79,15.0,1.49,3.63,0.0285,98.42,9,1739.32,0.4458,6.45,325.44,Defect
1638,6,2025-02-13 14:00:00,377.0,9297.79,83.42,3.0,1.5403,67.83,23.0,4.53,5.36,0.017,95.62,7,3780.04,0.2253,5.3,156.75,Defect
1639,1,2025-02-13 20:00:00,334.0,17039.6,82.26,4.0,2.0472,97.29,11.0,2.03,4.58,0.0105,85.24,9,4858.78,0.2468,3.86,101.01,Defect
1640,2,2025-02-14 02:00:00,593.0,19958.57,91.4,3.0,3.2631,70.02,12.0,1.04,7.76,0.0451,85.71,5,1478.02,0.2801,8.44,131.72,Defect
1641,3,2025-02-14 08:00:00,103.0,5450.39,97.24,1.0,4.3738,89.36,3.0,2.73,7.59,0.0125,87.05,0,2596.73,0.4397,6.91,309.71,Defect
1642,4,2025-02-14 14:00:00,765.0,18460.49,89.54,0.0,3.8895,71.39,8.0,3.97,4.6,0.0245,86.06,5,1895.73,0.1057,7.84,352.9,Defect
1643,5,2025-02-14 20:00:00,541.0,14339.46,99.89,4.0,2.9903,72.71,15.0,0.1,5.5,0.0134,84.98,6,1886.25,0.1474,4.73,137.16,Defect
1644,6,2025-02-15 02:00:00,128.0,19600.74,93.58,2.0,2.1303,72.4,0.0,2.53,3.66,0.0109,95.05,5,1475.94,0.3741,9.48,366.06,Defect
1645,1,2025-02-15 08:00:00,208.0,11975.14,81.48,0.0,2.1427,89.92,4.0,3.87,7.37,0.0882,80.68,2,3598.2,0.4856,4.1,346.85,No Defect
1646,2,2025-02-15 14:00:00,709.0,17710.82,99.86,0.0,4.4574,82.27,20.0,0.52,5.17,0.0674,94.57,8,3985.37,0.3571,5.78,475.96,Defect
1647,3,2025-02-15 20:00:00,826.0,5935.91,88.16,1.0,0.6766,95.32,4.0,4.51,3.06,0.0924,96.47,9,3707.18,0.2044,9.4,436.27,Defect
1648,4,2025-02-16 02:00:00,904.0,10029.19,85.75,1.0,4.9459,72.29,23.0,1.32,3.02,0.0644,81.32,9,4698.63,0.3079,1.75,477.3,Defect
1649,5,2025-02-16 08:00:00,174.0,6005.25,91.16,1.0,3.4897,87.68,18.0,0.85,4.58,0.0844,81.24,3,1582.72,0.49,1.98,486.44,Defect
1650,6,2025-02-16 14:00:00,937.0,19630.15,86.09,4.0,3.5651,90.12,8.0,2.95,7.98,0.0555,85.71,4,2279.38,0.3112,9.95,276.32,Defect
1651,1,2025-02-16 20:00:00,245.0,17254.61,81.73,3.0,0.671,66.06,7.0,0.88,2.2,0.0463,84.17,4,2378.29,0.2494,9.74,295.16,Defect
1652,2,2025-02-17 02:00:00,227.0,17788.21,80.03,0.0,3.2249,76.02,18.0,3.4,4.06,0.0528,91.62,2,1928.33,0.2534,7.95,212.65,Defect
1653,3,2025-02-17 08:00:00,952.0,19069.48,88.99,3.0,2.6815,79.31,17.0,2.45,3.3,0.032,93.51,1,1568.82,0.4868,5.36,303.37,Defect
1654,4,2025-02-17 14:00:00,141.0,6276.55,96.74,3.0,0.976,74.23,14.0,0.55,9.65,0.0658,92.68,7,2946.81,0.3876,5.55,160.29,Defect
1655,5,2025-02-17 20:00:00,455.0,10783.96,91.45,1.0,1.7506,72.88,3.0,4.56,7.64,0.0897,87.15,6,4337.76,0.3749,3.31,368.57,Defect
1656,6,2025-02-18 02:00:00,140.0,6065.52,99.98,3.0,4.5064,87.46,14.0,3.37,3.87,0.0782,89.97,4,4818.16,0.1928,4.89,109.97,Defect
1657,1,2025-02-18 08:00:00,133.0,8161.9,85.74,0.0,2.9749,68.63,12.0,2.73,3.66,0.0462,92.8,0,1517.36,0.3238,4.88,194.25,Defect
1658,2,2025-02-18 14:00:00,116.0,8440.49,85.61,0.0,2.3604,88.38,17.0,1.87,8.86,0.0954,82.39,9,4292.63,0.2427,1.32,183.23,Defect
1659,3,2025-02-18 20:00:00,776.0,12036.61,83.19,5.0,0.8271,97.4,19.0,0.67,3.52,0.0985,84.59,0,4298.32,0.1961,5.08,475.16,Defect
1660,4,2025-02-19 02:00:00,252.0,9028.43,83.28,2.0,3.7135,82.61,4.0,3.54,9.98,0.0493,97.81,7,2555.91,0.4582,5.32,157.96,Defect
1661,5,2025-02-19 08:00:00,477.0,6514.67,85.7,4.0,3.6628,84.46,17.0,4.07,4.26,0.0865,86.85,3,1440.12,0.2533,6.99,456.31,Defect
1662,6,2025-02-19 14:00:00,687.0,7512.37,95.86,3.0,3.2632,62.76,7.0,0.63,2.67,0.0005,96.02,3,4960.03,0.2131,5.65,149.74,Defect
1663,1,2025-02-19 20:00:00,698.0,7209.13,98.12,4.0,2.7962,94.58,0.0,2.47,7.53,0.0067,85.02,8,3622.37,0.4727,8.76,360.28,No Defect
1664,2,2025-02-20 02:00:00,728.0,19596.15,99.5,4.0,2.452,71.42,18.0,2.42,6.88,0.0022,80.83,1,4928.78,0.1789,4.31,227.95,Defect
1665,3,2025-02-20 08:00:00,973.0,16389.39,84.65,4.0,3.1697,84.6,22.0,1.75,10.0,0.0773,90.01,4,2934.62,0.3982,4.69,226.4,Defect
1666,4,2025-02-20 14:00:00,441.0,19516.42,97.63,5.0,1.5503,99.16,16.0,3.95,8.42,0.008,97.85,5,2580.77,0.3611,6.14,499.31,Defect
1667,5,2025-02-20 20:00:00,126.0,11596.11,86.57,4.0,4.7357,83.82,1.0,0.5,5.43,0.0017,96.39,5,1988.74,0.4682,2.82,190.42,Defect
1668,6,2025-02-21 02:00:00,924.0,9175.53,82.26,5.0,3.1496,88.99,18.0,1.03,7.41,0.0147,85.06,9,4934.29,0.4328,4.54,181.02,Defect
1669,1,2025-02-21 08:00:00,386.0,16974.4,97.4,0.0,1.9004,77.81,15.0,0.01,8.54,0.0306,98.2,2,2013.03,0.3821,7.18,335.73,Defect
1670,2,2025-02-21 14:00:00,745.0,9893.81,92.72,3.0,2.5236,62.41,17.0,1.86,6.11,0.0465,89.59,9,1095.05,0.2258,4.71,396.3,Defect
1671,3,2025-02-21 20:00:00,830.0,9490.75,83.29,5.0,4.1256,91.9,1.0,1.46,4.18,0.0065,80.98,5,3049.87,0.2982,9.16,493.0,Defect
1672,4,2025-02-22 02:00:00,267.0,8487.59,88.6,2.0,1.2273,61.4,5.0,4.33,3.68,0.0499,80.56,9,2508.2,0.4778,6.54,380.57,Defect
1673,5,2025-02-22 08:00:00,709.0,6945.18,85.75,4.0,1.8178,88.03,6.0,3.73,4.36,0.0248,89.7,9,2045.53,0.1093,2.38,324.75,No Defect
1674,6,2025-02-22 14:00:00,367.0,8846.95,94.74,2.0,3.5578,60.92,5.0,0.42,8.78,0.0274,90.93,4,3538.43,0.4177,5.39,263.65,Defect
1675,1,2025-02-22 20:00:00,848.0,10329.8,89.07,0.0,1.9197,94.49,5.0,3.7,5.04,0.0822,81.6,7,2457.07,0.2007,7.88,338.05,Defect
1676,2,2025-02-23 02:00:00,920.0,15109.91,99.79,0.0,4.0663,66.31,8.0,3.38,4.29,0.0987,98.44,3,2609.0,0.174,6.79,340.33,Defect
1677,3,2025-02-23 08:00:00,554.0,5938.47,81.09,1.0,1.087,80.57,7.0,1.41,8.45,0.0464,94.36,9,1092.18,0.1929,8.97,187.08,No Defect
1678,4,2025-02-23 14:00:00,784.0,8157.6,87.1,4.0,3.9321,83.89,23.0,0.08,2.26,0.0322,96.03,9,3356.28,0.1239,7.75,368.48,Defect
1679,5,2025-02-23 20:00:00,500.0,17135.35,89.64,1.0,0.8076,78.3,21.0,0.58,6.75,0.0931,91.68,2,1488.28,0.4968,1.55,181.77,Defect
1680,6,2025-02-24 02:00:00,575.0,7203.83,90.06,2.0,0.5567,73.63,20.0,1.25,8.99,0.05,93.27,5,1855.22,0.4479,2.01,295.98,Defect
1681,1,2025-02-24 08:00:00,801.0,10139.68,86.32,3.0,4.542,78.71,8.0,4.08,5.28,0.073,87.76,9,3868.47,0.3084,6.85,203.95,Defect
1682,2,2025-02-24 14:00:00,733.0,17969.88,94.58,1.0,3.116,72.46,11.0,2.33,4.15,0.0414,93.59,8,2252.97,0.386,3.15,225.12,Defect
1683,3,2025-02-24 20:00:00,657.0,7323.88,97.49,0.0,2.0832,77.52,17.0,4.59,5.93,0.0203,99.56,7,1652.84,0.3226,6.29,345.55,Defect
1684,4,2025-02-25 02:00:00,675.0,6241.05,98.77,4.0,1.5467,74.36,22.0,3.95,7.74,0.0655,92.95,9,3309.7,0.4246,8.13,125.79,Defect
