RunID,DefectSeq,DefectTypeID,Severity,DetectedAt
1408,1,1,Low,2024-12-18 02:45:00
1410,1,1,Low,2024-12-18 14:45:00
1411,1,4,Critical,2024-12-18 20:45:00
1412,1,2,Medium,2024-12-19 02:45:00
1414,1,2,Medium,2024-12-19 14:45:00
1415,1,1,Low,2024-12-19 20:45:00
1416,1,1,Low,2024-12-20 02:45:00
1417,1,2,Medium,2024-12-20 08:45:00
1418,1,4,Critical,2024-12-20 14:45:00
1419,1,4,Critical,2024-12-20 20:45:00
1420,1,4,Critical,2024-12-21 02:45:00
1421,1,2,Medium,2024-12-21 08:45:00
1422,1,2,Medium,2024-12-21 14:45:00
1423,1,2,Medium,2024-12-21 20:45:00
1424,1,3,High,2024-12-22 02:45:00
1425,1,4,Critical,2024-12-22 08:45:00
1426,1,1,Low,2024-12-22 14:45:00
1427,1,1,Low,2024-12-22 20:45:00
1428,1,3,High,2024-12-23 02:45:00
1429,1,4,Critical,2024-12-23 08:45:00
1430,1,4,Critical,2024-12-23 14:45:00
1431,1,3,High,2024-12-23 20:45:00
1432,1,4,Critical,2024-12-24 02:45:00
1433,1,2,Medium,2024-12-24 08:45:00
1434,1,4,Critical,2024-12-24 14:45:00
1435,1,4,Critical,2024-12-24 20:45:00
1436,1,4,Critical,2024-12-25 02:45:00
1437,1,2,Medium,2024-12-25 08:45:00
1438,1,1,Low,2024-12-25 14:45:00
1439,1,2,Medium,2024-12-25 20:45:00
1440,1,2,Medium,2024-12-26 02:45:00
1441,1,4,Critical,2024-12-26 08:45:00
1443,1,2,Medium,2024-12-26 20:45:00
1444,1,3,High,2024-12-27 02:45:00
1447,1,2,Medium,2024-12-27 20:45:00
1448,1,3,High,2024-12-28 02:45:00
1449,1,1,Low,2024-12-28 08:45:00
1450,1,4,Critical,2024-12-28 14:45:00
1452,1,4,Critical,2024-12-29 02:45:00
1453,1,2,Medium,2024-12-29 08:45:00
1455,1,1,Low,2024-12-29 20:45:00
1457,1,2,Medium,2024-12-30 08:45:00
1458,1,1,Low,2024-12-30 14:45:00
1459,1,2,Medium,2024-12-30 20:45:00
1460,1,3,High,2024-12-31 02:45:00
1461,1,2,Medium,2024-12-31 08:45:00
1462,1,1,Low,2024-12-31 14:45:00
1463,1,3,High,2024-12-31 20:45:00
1464,1,4,Critical,2025-01-01 02:45:00
1465,1,1,Low,2025-01-01 08:45:00
1466,1,1,Low,2025-01-01 14:45:00
1467,1,4,Critical,2025-01-01 20:45:00
1468,1,1,Low,2025-01-02 02:45:00
1469,1,4,Critical,2025-01-02 08:45:00
1471,1,4,Critical,2025-01-02 20:45:00
1473,1,4,Critical,2025-01-03 08:45:00
1474,1,2,Medium,2025-01-03 14:45:00
1475,1,3,High,2025-01-03 20:45:00
1476,1,1,Low,2025-01-04 02:45:00
1477,1,2,Medium,2025-01-04 08:45:00
1478,1,3,High,2025-01-04 14:45:00
1479,1,2,Medium,2025-01-04 20:45:00
1480,1,4,Critical,2025-01-05 02:45:00
1482,1,4,Critical,2025-01-05 14:45:00
1483,1,2,Medium,2025-01-05 20:45:00
1484,1,4,Critical,2025-01-06 02:45:00
1485,1,4,Critical,2025-01-06 08:45:00
1486,1,2,Medium,2025-01-06 14:45:00
1487,1,4,Critical,2025-01-06 20:45:00
1488,1,4,Critical,2025-01-07 02:45:00
1489,1,1,Low,2025-01-07 08:45:00
1490,1,3,High,2025-01-07 14:45:00
1492,1,4,Critical,2025-01-08 02:45:00
1495,1,2,Medium,2025-01-08 20:45:00
1496,1,3,High,2025-01-09 02:45:00
1497,1,4,Critical,2025-01-09 08:45:00
1498,1,4,Critical,2025-01-09 14:45:00
1499,1,2,Medium,2025-01-09 20:45:00
1500,1,1,Low,2025-01-10 02:45:00
1501,1,3,High,2025-01-10 08:45:00
1502,1,3,High,2025-01-10 14:45:00
1503,1,2,Medium,2025-01-10 20:45:00
1504,1,2,Medium,2025-01-11 02:45:00
1505,1,2,Medium,2025-01-11 08:45:00
1506,1,2,Medium,2025-01-11 14:45:00
1507,1,3,High,2025-01-11 20:45:00
1508,1,2,Medium,2025-01-12 02:45:00
1509,1,4,Critical,2025-01-12 08:45:00
1512,1,4,Critical,2025-01-13 02:45:00
1513,1,3,High,2025-01-13 08:45:00
1514,1,1,Low,2025-01-13 14:45:00
1515,1,3,High,2025-01-13 20:45:00
1517,1,4,Critical,2025-01-14 08:45:00
1518,1,2,Medium,2025-01-14 14:45:00
1519,1,3,High,2025-01-14 20:45:00
1520,1,1,Low,2025-01-15 02:45:00
1522,1,4,Critical,2025-01-15 14:45:00
1523,1,4,Critical,2025-01-15 20:45:00
1524,1,1,Low,2025-01-16 02:45:00
1525,1,2,Medium,2025-01-16 08:45:00
1527,1,3,High,2025-01-16 20:45:00
1528,1,3,High,2025-01-17 02:45:00
1529,1,3,High,2025-01-17 08:45:00
1530,1,2,Medium,2025-01-17 14:45:00
1531,1,4,Critical,2025-01-17 20:45:00
1532,1,2,Medium,2025-01-18 02:45:00
1533,1,1,Low,2025-01-18 08:45:00
1534,1,3,High,2025-01-18 14:45:00
1535,1,4,Critical,2025-01-18 20:45:00
1536,1,4,Critical,2025-01-19 02:45:00
1537,1,3,High,2025-01-19 08:45:00
1538,1,3,High,2025-01-19 14:45:00
1539,1,4,Critical,2025-01-19 20:45:00
1540,1,2,Medium,2025-01-20 02:45:00
1541,1,2,Medium,2025-01-20 08:45:00
1542,1,4,Critical,2025-01-20 14:45:00
1543,1,4,Critical,2025-01-20 20:45:00
1544,1,2,Medium,2025-01-21 02:45:00
1545,1,2,Medium,2025-01-21 08:45:00
1547,1,1,Low,2025-01-21 20:45:00
1548,1,4,Critical,2025-01-22 02:45:00
1549,1,2,Medium,2025-01-22 08:45:00
1550,1,4,Critical,2025-01-22 14:45:00
1551,1,1,Low,2025-01-22 20:45:00
1552,1,2,Medium,2025-01-23 02:45:00
1554,1,3,High,2025-01-23 14:45:00
1555,1,3,High,2025-01-23 20:45:00
1556,1,3,High,2025-01-24 02:45:00
1557,1,1,Low,2025-01-24 08:45:00
1559,1,1,Low,2025-01-24 20:45:00
1560,1,2,Medium,2025-01-25 02:45:00
1561,1,3,High,2025-01-25 08:45:00
1562,1,3,High,2025-01-25 14:45:00
1563,1,3,High,2025-01-25 20:45:00
1565,1,2,Medium,2025-01-26 08:45:00
1566,1,2,Medium,2025-01-26 14:45:00
1567,1,1,Low,2025-01-26 20:45:00
1568,1,4,Critical,2025-01-27 02:45:00
1569,1,3,High,2025-01-27 08:45:00
1570,1,1,Low,2025-01-27 14:45:00
1571,1,1,Low,2025-01-27 20:45:00
1572,1,4,Critical,2025-01-28 02:45:00
1573,1,3,High,2025-01-28 08:45:00
1574,1,3,High,2025-01-28 14:45:00
1575,1,2,Medium,2025-01-28 20:45:00
1576,1,2,Medium,2025-01-29 02:45:00
1577,1,4,Critical,2025-01-29 08:45:00
1578,1,4,Critical,2025-01-29 14:45:00
1579,1,2,Medium,2025-01-29 20:45:00
1580,1,4,Critical,2025-01-30 02:45:00
1581,1,3,High,2025-01-30 08:45:00
1583,1,2,Medium,2025-01-30 20:45:00
1584,1,1,Low,2025-01-31 02:45:00
1585,1,1,Low,2025-01-31 08:45:00
1586,1,3,High,2025-01-31 14:45:00
1588,1,4,Critical,2025-02-01 02:45:00
1589,1,4,Critical,2025-02-01 08:45:00
1591,1,2,Medium,2025-02-01 20:45:00
1592,1,4,Critical,2025-02-02 02:45:00
1593,1,4,Critical,2025-02-02 08:45:00
1594,1,3,High,2025-02-02 14:45:00
1595,1,2,Medium,2025-02-02 20:45:00
1596,1,2,Medium,2025-02-03 02:45:00
1597,1,3,High,2025-02-03 08:45:00
1598,1,4,Critical,2025-02-03 14:45:00
1599,1,2,Medium,2025-02-03 20:45:00
1600,1,4,Critical,2025-02-04 02:45:00
1601,1,2,Medium,2025-02-04 08:45:00
1602,1,4,Critical,2025-02-04 14:45:00
1603,1,3,High,2025-02-04 20:45:00
1604,1,2,Medium,2025-02-05 02:45:00
1605,1,3,High,2025-02-05 08:45:00
1606,1,2,Medium,2025-02-05 14:45:00
1607,1,2,Medium,2025-02-05 20:45:00
1608,1,1,Low,2025-02-06 02:45:00
1609,1,1,Low,2025-02-06 08:45:00
1610,1,2,Medium,2025-02-06 14:45:00
1611,1,3,High,2025-02-06 20:45:00
1612,1,3,High,2025-02-07 02:45:00
1614,1,4,Critical,2025-02-07 14:45:00
1615,1,3,High,2025-02-07 20:45:00
1616,1,4,Critical,2025-02-08 02:45:00
1617,1,3,High,2025-02-08 08:45:00
1618,1,1,Low,2025-02-08 14:45:00
1619,1,2,Medium,2025-02-08 20:45:00
1620,1,3,High,2025-02-09 02:45:00
1621,1,1,Low,2025-02-09 08:45:00
1622,1,1,Low,2025-02-09 14:45:00
1623,1,1,Low,2025-02-09 20:45:00
1625,1,2,Medium,2025-02-10 08:45:00
1626,1,2,Medium,2025-02-10 14:45:00
1627,1,1,Low,2025-02-10 20:45:00
1628,1,3,High,2025-02-11 02:45:00
1629,1,3,High,2025-02-11 08:45:00
1630,1,2,Medium,2025-02-11 14:45:00
1631,1,1,Low,2025-02-11 20:45:00
1632,1,1,Low,2025-02-12 02:45:00
1634,1,1,Low,2025-02-12 14:45:00
1635,1,2,Medium,2025-02-12 20:45:00
1636,1,3,High,2025-02-13 02:45:00
1637,1,2,Medium,2025-02-13 08:45:00
1638,1,2,Medium,2025-02-13 14:45:00
1639,1,2,Medium,2025-02-13 20:45:00
1640,1,3,High,2025-02-14 02:45:00
1641,1,4,Critical,2025-02-14 08:45:00
1642,1,3,High,2025-02-14 14:45:00
1643,1,2,Medium,2025-02-14 20:45:00
1644,1,2,Medium,2025-02-15 02:45:00
1646,1,4,Critical,2025-02-15 14:45:00
1647,1,1,Low,2025-02-15 20:45:00
1648,1,4,Critical,2025-02-16 02:45:00
1649,1,3,High,2025-02-16 08:45:00
1650,1,3,High,2025-02-16 14:45:00
1651,1,1,Low,2025-02-16 20:45:00
1652,1,3,High,2025-02-17 02:45:00
1653,1,2,Medium,2025-02-17 08:45:00
1654,1,1,Low,2025-02-17 14:45:00
1655,1,2,Medium,2025-02-17 20:45:00
1656,1,4,Critical,2025-02-18 02:45:00
1657,1,2,Medium,2025-02-18 08:45:00
1658,1,2,Medium,2025-02-18 14:45:00
1659,1,1,Low,2025-02-18 20:45:00
1660,1,3,High,2025-02-19 02:45:00
1661,1,3,High,2025-02-19 08:45:00
1662,1,3,High,2025-02-19 14:45:00
1664,1,2,Medium,2025-02-20 02:45:00
1665,1,3,High,2025-02-20 08:45:00
1666,1,2,Medium,2025-02-20 14:45:00
1667,1,4,Critical,2025-02-20 20:45:00
1668,1,3,High,2025-02-21 02:45:00
1669,1,2,Medium,2025-02-21 08:45:00
1670,1,2,Medium,2025-02-21 14:45:00
1671,1,4,Critical,2025-02-21 20:45:00
1672,1,1,Low,2025-02-22 02:45:00
1674,1,3,High,2025-02-22 14:45:00
1675,1,2,Medium,2025-02-22 20:45:00
1676,1,4,Critical,2025-02-23 02:45:00
1678,1,3,High,2025-02-23 14:45:00
1679,1,1,Low,2025-02-23 20:45:00
1680,1,1,Low,2025-02-24 02:45:00
1681,1,4,Critical,2025-02-24 08:45:00
1682,1,3,High,2025-02-24 14:45:00
1683,1,2,Medium,2025-02-24 20:45:00
1684,1,2,Medium,2025-02-25 02:45:00
1685,1,3,High,2025-02-25 08:45:00
1686,1,2,Medium,2025-02-25 14:45:00
1687,1,4,Critical,2025-02-25 20:45:00
1688,1,4,Critical,2025-02-26 02:45:00
1689,1,3,High,2025-02-26 08:45:00
1690,1,2,Medium,2025-02-26 14:45:00
1692,1,3,High,2025-02-27 02:45:00
1693,1,1,Low,2025-02-27 08:45:00
1695,1,1,Low,2025-02-27 20:45:00
1696,1,1,Low,2025-02-28 02:45:00
1697,1,1,Low,2025-02-28 08:45:00
1698,1,2,Medium,2025-02-28 14:45:00
1699,1,4,Critical,2025-02-28 20:45:00
1701,1,2,Medium,2025-03-01 08:45:00
1703,1,2,Medium,2025-03-01 20:45:00
1704,1,2,Medium,2025-03-02 02:45:00
1705,1,3,High,2025-03-02 08:45:00
1706,1,4,Critical,2025-03-02 14:45:00
1708,1,1,Low,2025-03-03 02:45:00
1710,1,4,Critical,2025-03-03 14:45:00
1711,1,3,High,2025-03-03 20:45:00
1712,1,4,Critical,2025-03-04 02:45:00
1714,1,4,Critical,2025-03-04 14:45:00
1716,1,1,Low,2025-03-05 02:45:00
1717,1,4,Critical,2025-03-05 08:45:00
1718,1,4,Critical,2025-03-05 14:45:00
1720,1,1,Low,2025-03-06 02:45:00
1721,1,1,Low,2025-03-06 08:45:00
1722,1,1,Low,2025-03-06 14:45:00
1723,1,1,Low,2025-03-06 20:45:00
1724,1,4,Critical,2025-03-07 02:45:00
1725,1,3,High,2025-03-07 08:45:00
1726,1,4,Critical,2025-03-07 14:45:00
1727,1,3,High,2025-03-07 20:45:00
1728,1,2,Medium,2025-03-08 02:45:00
1729,1,4,Critical,2025-03-08 08:45:00
1730,1,3,High,2025-03-08 14:45:00
1732,1,3,High,2025-03-09 02:45:00
1733,1,2,Medium,2025-03-09 08:45:00
1734,1,4,Critical,2025-03-09 14:45:00
1735,1,4,Critical,2025-03-09 20:45:00
1736,1,2,Medium,2025-03-10 02:45:00
1737,1,3,High,2025-03-10 08:45:00
1738,1,1,Low,2025-03-10 14:45:00
1739,1,3,High,2025-03-10 20:45:00
1741,1,1,Low,2025-03-11 08:45:00
1742,1,2,Medium,2025-03-11 14:45:00
1743,1,3,High,2025-03-11 20:45:00
1744,1,1,Low,2025-03-12 02:45:00
1745,1,4,Critical,2025-03-12 08:45:00
1746,1,1,Low,2025-03-12 14:45:00
1747,1,4,Critical,2025-03-12 20:45:00
1748,1,3,High,2025-03-13 02:45:00
1750,1,2,Medium,2025-03-13 14:45:00
1751,1,3,High,2025-03-13 20:45:00
1752,1,3,High,2025-03-14 02:45:00
1753,1,3,High,2025-03-14 08:45:00
1755,1,2,Medium,2025-03-14 20:45:00
1756,1,4,Critical,2025-03-15 02:45:00
1757,1,1,Low,2025-03-15 08:45:00
1758,1,2,Medium,2025-03-15 14:45:00
1760,1,3,High,2025-03-16 02:45:00
1761,1,3,High,2025-03-16 08:45:00
1762,1,2,Medium,2025-03-16 14:45:00
1763,1,1,Low,2025-03-16 20:45:00
1764,1,1,Low,2025-03-17 02:45:00
1765,1,2,Medium,2025-03-17 08:45:00
1767,1,4,Critical,2025-03-17 20:45:00
1768,1,2,Medium,2025-03-18 02:45:00
1769,1,2,Medium,2025-03-18 08:45:00
1770,1,4,Critical,2025-03-18 14:45:00
1771,1,2,Medium,2025-03-18 20:45:00
1772,1,3,High,2025-03-19 02:45:00
1774,1,2,Medium,2025-03-19 14:45:00
1775,1,4,Critical,2025-03-19 20:45:00
1776,1,3,High,2025-03-20 02:45:00
1777,1,2,Medium,2025-03-20 08:45:00
1778,1,3,High,2025-03-20 14:45:00
1779,1,4,Critical,2025-03-20 20:45:00
1780,1,2,Medium,2025-03-21 02:45:00
1781,1,2,Medium,2025-03-21 08:45:00
1782,1,4,Critical,2025-03-21 14:45:00
1783,1,1,Low,2025-03-21 20:45:00
1784,1,3,High,2025-03-22 02:45:00
1785,1,3,High,2025-03-22 08:45:00
1786,1,3,High,2025-03-22 14:45:00
1787,1,2,Medium,2025-03-22 20:45:00
1788,1,2,Medium,2025-03-23 02:45:00
1789,1,3,High,2025-03-23 08:45:00
1790,1,1,Low,2025-03-23 14:45:00
1792,1,1,Low,2025-03-24 02:45:00
1794,1,4,Critical,2025-03-24 14:45:00
1795,1,2,Medium,2025-03-24 20:45:00
1796,1,4,Critical,2025-03-25 02:45:00
1798,1,3,High,2025-03-25 14:45:00
1799,1,1,Low,2025-03-25 20:45:00
1800,1,4,Critical,2025-03-26 02:45:00
1801,1,4,Critical,2025-03-26 08:45:00
1802,1,1,Low,2025-03-26 14:45:00
1803,1,4,Critical,2025-03-26 20:45:00
1804,1,1,Low,2025-03-27 02:45:00
1805,1,3,High,2025-03-27 08:45:00
1806,1,4,Critical,2025-03-27 14:45:00
1807,1,4,Critical,2025-03-27 20:45:00
1808,1,4,Critical,2025-03-28 02:45:00
1809,1,2,Medium,2025-03-28 08:45:00
1813,1,4,Critical,2025-03-29 08:45:00
1814,1,1,Low,2025-03-29 14:45:00
1815,1,3,High,2025-03-29 20:45:00
1816,1,2,Medium,2025-03-30 02:45:00
1817,1,2,Medium,2025-03-30 08:45:00
1818,1,3,High,2025-03-30 14:45:00
1819,1,2,Medium,2025-03-30 20:45:00
1820,1,4,Critical,2025-03-31 02:45:00
1821,1,1,Low,2025-03-31 08:45:00
1822,1,4,Critical,2025-03-31 14:45:00
1823,1,1,Low,2025-03-31 20:45:00
1824,1,1,Low,2025-04-01 02:45:00
1825,1,3,High,2025-04-01 08:45:00
1826,1,4,Critical,2025-04-01 14:45:00
1827,1,2,Medium,2025-04-01 20:45:00
1829,1,2,Medium,2025-04-02 08:45:00
1830,1,1,Low,2025-04-02 14:45:00
1831,1,4,Critical,2025-04-02 20:45:00
1832,1,3,High,2025-04-03 02:45:00
1834,1,2,Medium,2025-04-03 14:45:00
1835,1,3,High,2025-04-03 20:45:00
1836,1,2,Medium,2025-04-04 02:45:00
1837,1,3,High,2025-04-04 08:45:00
1838,1,1,Low,2025-04-04 14:45:00
1839,1,3,High,2025-04-04 20:45:00
1840,1,1,Low,2025-04-05 02:45:00
1841,1,4,Critical,2025-04-05 08:45:00
1843,1,2,Medium,2025-04-05 20:45:00
1844,1,4,Critical,2025-04-06 02:45:00
1845,1,1,Low,2025-04-06 08:45:00
1846,1,2,Medium,2025-04-06 14:45:00
1847,1,2,Medium,2025-04-06 20:45:00
1848,1,2,Medium,2025-04-07 02:45:00
1849,1,4,Critical,2025-04-07 08:45:00
1850,1,3,High,2025-04-07 14:45:00
1852,1,3,High,2025-04-08 02:45:00
1854,1,4,Critical,2025-04-08 14:45:00
1855,1,2,Medium,2025-04-08 20:45:00
1856,1,3,High,2025-04-09 02:45:00
1858,1,2,Medium,2025-04-09 14:45:00
1859,1,2,Medium,2025-04-09 20:45:00
1860,1,1,Low,2025-04-10 02:45:00
1861,1,3,High,2025-04-10 08:45:00
1863,1,4,Critical,2025-04-10 20:45:00
1864,1,2,Medium,2025-04-11 02:45:00
1865,1,3,High,2025-04-11 08:45:00
1866,1,4,Critical,2025-04-11 14:45:00
1867,1,3,High,2025-04-11 20:45:00
1868,1,4,Critical,2025-04-12 02:45:00
1869,1,4,Critical,2025-04-12 08:45:00
1870,1,2,Medium,2025-04-12 14:45:00
1871,1,3,High,2025-04-12 20:45:00
1872,1,1,Low,2025-04-13 02:45:00
1874,1,2,Medium,2025-04-13 14:45:00
1875,1,3,High,2025-04-13 20:45:00
1877,1,2,Medium,2025-04-14 08:45:00
1878,1,2,Medium,2025-04-14 14:45:00
1879,1,4,Critical,2025-04-14 20:45:00
1880,1,1,Low,2025-04-15 02:45:00
1883,1,4,Critical,2025-04-15 20:45:00
1884,1,4,Critical,2025-04-16 02:45:00
1885,1,3,High,2025-04-16 08:45:00
1886,1,4,Critical,2025-04-16 14:45:00
1888,1,4,Critical,2025-04-17 02:45:00
1889,1,1,Low,2025-04-17 08:45:00
1890,1,1,Low,2025-04-17 14:45:00
1892,1,3,High,2025-04-18 02:45:00
1893,1,4,Critical,2025-04-18 08:45:00
1894,1,2,Medium,2025-04-18 14:45:00
1895,1,4,Critical,2025-04-18 20:45:00
1896,1,2,Medium,2025-04-19 02:45:00
1897,1,1,Low,2025-04-19 08:45:00
1898,1,2,Medium,2025-04-19 14:45:00
1899,1,3,High,2025-04-19 20:45:00
1900,1,4,Critical,2025-04-20 02:45:00
1902,1,3,High,2025-04-20 14:45:00
1903,1,2,Medium,2025-04-20 20:45:00
1904,1,3,High,2025-04-21 02:45:00
1905,1,4,Critical,2025-04-21 08:45:00
1907,1,4,Critical,2025-04-21 20:45:00
1908,1,3,High,2025-04-22 02:45:00
1910,1,4,Critical,2025-04-22 14:45:00
1911,1,2,Medium,2025-04-22 20:45:00
1913,1,1,Low,2025-04-23 08:45:00
1914,1,2,Medium,2025-04-23 14:45:00
1915,1,4,Critical,2025-04-23 20:45:00
1916,1,3,High,2025-04-24 02:45:00
1917,1,4,Critical,2025-04-24 08:45:00
1918,1,2,Medium,2025-04-24 14:45:00
1921,1,2,Medium,2025-04-25 08:45:00
1922,1,4,Critical,2025-04-25 14:45:00
1923,1,3,High,2025-04-25 20:45:00
1924,1,2,Medium,2025-04-26 02:45:00
1925,1,4,Critical,2025-04-26 08:45:00
1926,1,4,Critical,2025-04-26 14:45:00
1928,1,4,Critical,2025-04-27 02:45:00
1929,1,2,Medium,2025-04-27 08:45:00
1930,1,1,Low,2025-04-27 14:45:00
1931,1,2,Medium,2025-04-27 20:45:00
1932,1,2,Medium,2025-04-28 02:45:00
1935,1,1,Low,2025-04-28 20:45:00
1936,1,3,High,2025-04-29 02:45:00
1937,1,4,Critical,2025-04-29 08:45:00
1938,1,4,Critical,2025-04-29 14:45:00
1939,1,2,Medium,2025-04-29 20:45:00
1940,1,2,Medium,2025-04-30 02:45:00
1941,1,1,Low,2025-04-30 08:45:00
1942,1,1,Low,2025-04-30 14:45:00
1943,1,2,Medium,2025-04-30 20:45:00
1944,1,3,High,2025-05-01 02:45:00
1945,1,3,High,2025-05-01 08:45:00
1946,1,3,High,2025-05-01 14:45:00
1947,1,2,Medium,2025-05-01 20:45:00
1949,1,3,High,2025-05-02 08:45:00
1951,1,1,Low,2025-05-02 20:45:00
1952,1,2,Medium,2025-05-03 02:45:00
1953,1,2,Medium,2025-05-03 08:45:00
1954,1,1,Low,2025-05-03 14:45:00
1955,1,4,Critical,2025-05-03 20:45:00
1956,1,4,Critical,2025-05-04 02:45:00
1958,1,1,Low,2025-05-04 14:45:00
1959,1,3,High,2025-05-04 20:45:00
1960,1,1,Low,2025-05-05 02:45:00
1961,1,2,Medium,2025-05-05 08:45:00
1963,1,2,Medium,2025-05-05 20:45:00
1964,1,4,Critical,2025-05-06 02:45:00
1965,1,4,Critical,2025-05-06 08:45:00
1966,1,1,Low,2025-05-06 14:45:00
1967,1,2,Medium,2025-05-06 20:45:00
1969,1,1,Low,2025-05-07 08:45:00
1970,1,4,Critical,2025-05-07 14:45:00
1971,1,3,High,2025-05-07 20:45:00
1972,1,2,Medium,2025-05-08 02:45:00
1973,1,3,High,2025-05-08 08:45:00
1974,1,4,Critical,2025-05-08 14:45:00
1975,1,4,Critical,2025-05-08 20:45:00
1976,1,1,Low,2025-05-09 02:45:00
1977,1,1,Low,2025-05-09 08:45:00
1978,1,3,High,2025-05-09 14:45:00
1980,1,4,Critical,2025-05-10 02:45:00
1981,1,3,High,2025-05-10 08:45:00
1982,1,4,Critical,2025-05-10 14:45:00
1983,1,1,Low,2025-05-10 20:45:00
1984,1,4,Critical,2025-05-11 02:45:00
1985,1,2,Medium,2025-05-11 08:45:00
1986,1,4,Critical,2025-05-11 14:45:00
1987,1,1,Low,2025-05-11 20:45:00
1989,1,4,Critical,2025-05-12 08:45:00
1992,1,4,Critical,2025-05-13 02:45:00
1993,1,2,Medium,2025-05-13 08:45:00
1994,1,3,High,2025-05-13 14:45:00
1995,1,1,Low,2025-05-13 20:45:00
1996,1,4,Critical,2025-05-14 02:45:00
1997,1,3,High,2025-05-14 08:45:00
1998,1,2,Medium,2025-05-14 14:45:00
1999,1,1,Low,2025-05-14 20:45:00
2000,1,3,High,2025-05-15 02:45:00
2002,1,1,Low,2025-05-15 14:45:00
2003,1,3,High,2025-05-15 20:45:00
2004,1,1,Low,2025-05-16 02:45:00
2005,1,1,Low,2025-05-16 08:45:00
2006,1,3,High,2025-05-16 14:45:00
2007,1,1,Low,2025-05-16 20:45:00
2008,1,2,Medium,2025-05-17 02:45:00
2009,1,1,Low,2025-05-17 08:45:00
2010,1,3,High,2025-05-17 14:45:00
2011,1,3,High,2025-05-17 20:45:00
2012,1,3,High,2025-05-18 02:45:00
2013,1,2,Medium,2025-05-18 08:45:00
2015,1,1,Low,2025-05-18 20:45:00
2016,1,2,Medium,2025-05-19 02:45:00
2017,1,4,Critical,2025-05-19 08:45:00
2018,1,1,Low,2025-05-19 14:45:00
2020,1,1,Low,2025-05-20 02:45:00
2021,1,3,High,2025-05-20 08:45:00
2022,1,3,High,2025-05-20 14:45:00
2023,1,3,High,2025-05-20 20:45:00
2024,1,4,Critical,2025-05-21 02:45:00
2025,1,2,Medium,2025-05-21 08:45:00
2026,1,1,Low,2025-05-21 14:45:00
2027,1,2,Medium,2025-05-21 20:45:00
2028,1,3,High,2025-05-22 02:45:00
2029,1,3,High,2025-05-22 08:45:00
2030,1,2,Medium,2025-05-22 14:45:00
2031,1,3,High,2025-05-22 20:45:00
2032,1,3,High,2025-05-23 02:45:00
2033,1,4,Critical,2025-05-23 08:45:00
2034,1,3,High,2025-05-23 14:45:00
2035,1,4,Critical,2025-05-23 20:45:00
2036,1,2,Medium,2025-05-24 02:45:00
2037,1,3,High,2025-05-24 08:45:00
2038,1,4,Critical,2025-05-24 14:45:00
2039,1,2,Medium,2025-05-24 20:45:00
2040,1,4,Critical,2025-05-25 02:45:00
2041,1,3,High,2025-05-25 08:45:00
2042,1,1,Low,2025-05-25 14:45:00
2043,1,3,High,2025-05-25 20:45:00
2044,1,1,Low,2025-05-26 02:45:00
2045,1,4,Critical,2025-05-26 08:45:00
2046,1,4,Critical,2025-05-26 14:45:00
2047,1,1,Low,2025-05-26 20:45:00
2049,1,3,High,2025-05-27 08:45:00
2050,1,2,Medium,2025-05-27 14:45:00
2053,1,2,Medium,2025-05-28 08:45:00
2054,1,1,Low,2025-05-28 14:45:00
2055,1,4,Critical,2025-05-28 20:45:00
2056,1,4,Critical,2025-05-29 02:45:00
2057,1,3,High,2025-05-29 08:45:00
2058,1,4,Critical,2025-05-29 14:45:00
2059,1,1,Low,2025-05-29 20:45:00
2060,1,2,Medium,2025-05-30 02:45:00
2061,1,1,Low,2025-05-30 08:45:00
2062,1,3,High,2025-05-30 14:45:00
2063,1,4,Critical,2025-05-30 20:45:00
2064,1,3,High,2025-05-31 02:45:00
2065,1,4,Critical,2025-05-31 08:45:00
2066,1,3,High,2025-05-31 14:45:00
2067,1,2,Medium,2025-05-31 20:45:00
2068,1,2,Medium,2025-06-01 02:45:00
2070,1,1,Low,2025-06-01 14:45:00
2071,1,3,High,2025-06-01 20:45:00
2073,1,2,Medium,2025-06-02 08:45:00
2074,1,3,High,2025-06-02 14:45:00
2076,1,2,Medium,2025-06-03 02:45:00
2077,1,2,Medium,2025-06-03 08:45:00
2078,1,2,Medium,2025-06-03 14:45:00
2079,1,4,Critical,2025-06-03 20:45:00
2080,1,2,Medium,2025-06-04 02:45:00
2081,1,3,High,2025-06-04 08:45:00
2082,1,4,Critical,2025-06-04 14:45:00
2083,1,4,Critical,2025-06-04 20:45:00
2084,1,4,Critical,2025-06-05 02:45:00
2085,1,2,Medium,2025-06-05 08:45:00
2086,1,1,Low,2025-06-05 14:45:00
2087,1,2,Medium,2025-06-05 20:45:00
2088,1,2,Medium,2025-06-06 02:45:00
2089,1,4,Critical,2025-06-06 08:45:00
2090,1,3,High,2025-06-06 14:45:00
2091,1,1,Low,2025-06-06 20:45:00
2092,1,1,Low,2025-06-07 02:45:00
2093,1,1,Low,2025-06-07 08:45:00
2094,1,3,High,2025-06-07 14:45:00
2095,1,3,High,2025-06-07 20:45:00
2096,1,4,Critical,2025-06-08 02:45:00
2097,1,4,Critical,2025-06-08 08:45:00
2098,1,1,Low,2025-06-08 14:45:00
2100,1,2,Medium,2025-06-09 02:45:00
2101,1,2,Medium,2025-06-09 08:45:00
2102,1,4,Critical,2025-06-09 14:45:00
